Id,Predicted
6857,0.28532992149032055
7035,0.45608402610139265
7253,0.43921748509910175
6544,0.4588723140757055
7202,0.48386052165316007
5683,0.5015105808956114
7167,0.452297332650869
6055,0.5200052533275109
7199,0.4389432093351291
5758,0.5114467873017672
5718,0.2600388284124543
5229,0.42791426752367256
5236,0.466083161531028
5360,0.4335835324340903
6755,0.46240374249656435
6819,0.4558188040655785
5041,0.45480232367935003
6104,0.47039594478843294
6643,0.2902720887543442
6083,0.5167400228439663
5293,0.41065178638269106
7088,0.4506847490413428
7001,0.4550608406342975
5779,0.4436357083037057
6607,0.422737462340004
5103,0.31457808006364096
6215,0.4911372153022512
7096,0.44741444869698543
5039,0.4427990373715571
6136,0.4936319360103296
6078,0.41669419478037084
6037,0.2843980167293776
6113,0.4453710113703915
5976,0.51319780389554
7139,0.41642198015267107
5046,0.47993962053197536
5451,0.43041588804603914
6856,0.5096135488312745
5253,0.3330019644125374
6695,0.4829532010741746
6621,0.4560462793165113
6435,0.4614483791370846
5389,0.516088861597507
6872,0.4803368404499171
6908,0.4787527541246225
6942,0.31000063298370084
6665,0.4675488472365442
6541,0.43758167366810896
6688,0.29994650064556405
5368,0.4798122114200707
6923,0.4798122114200707
6313,0.4732882059277663
5270,0.47092079684530697
5446,0.43082143025355635
5817,0.472862704440394
7209,0.5391275137945211
6568,0.4923420606358585
6682,0.4951220698504474
5699,0.4662200659496414
7292,0.45333501524345643
5214,0.4446725800808524
6437,0.5109989662301664
5320,0.4788252211848679
7164,0.47497871306750206
5221,0.4457606429992691
5856,0.3270328468102941
6353,0.28916599986805225
6677,0.5012867616963739
6242,0.33327334358209293
5061,0.4614264220815065
6868,0.48315595521370225
6097,0.480733110248756
7050,0.5035336587677681
7171,0.40912626568353394
7200,0.31608498128873486
6969,0.42026350897461284
7219,0.2914094359805872
7242,0.43919092652072333
6852,0.290981462081375
5830,0.46421524139077486
6790,0.4934621617156345
5265,0.47070553977566043
6007,0.4804701792046514
7279,0.4804475920663168
5463,0.29847344096533646
6355,0.4748852444488746
6675,0.4134173922859814
5620,0.4816434845485048
4988,0.4904626144936882
5765,0.4896735355794015
7091,0.48993549391359914
5933,0.48896928615153756
6470,0.43665287819182763
5841,0.4444215436290464
6574,0.48941875644709687
5525,0.47171760094222503
5435,0.4509306742254545
7168,0.41866666885297743
5909,0.3146138109073562
6859,0.46802550348706795
6539,0.29943150834671173
5226,0.46040909878933656
5260,0.4983954862976183
6553,0.453874924819331
6633,0.4744275359180782
7151,0.4579121516524258
5665,0.4699277442552552
6932,0.43603413451174755
7294,0.4900769726965467
6321,0.4912567978113185
6469,0.4722451092286114
5614,0.4387112051670461
4967,0.51278074654869
